Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount
0.0,10.0,5,Fashion,1,Married,2,0,8.0,204.0
15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3
20.0,21.0,4,Mobile,4,Married,11,1,4.0,174.63
20.0,10.0,2,Grocery,5,Married,4,0,9.0,257.25
1.0,16.0,4,Mobile,5,Single,2,0,0.0,114.16
10.0,16.0,3,Mobile,5,Married,7,0,3.0,134.52
1.0,21.0,4,Fashion,2,Single,2,1,8.0,200.53
8.0,7.0,5,Mobile,1,Married,3,1,4.0,161.22
9.0,8.0,5,Laptop & Accessory,1,Married,2,0,1.0,178.63
31.0,8.0,6,Fashion,1,Married,5,0,1.0,233.83
14.0,25.0,3,Laptop & Accessory,5,Married,3,0,0.0,130.72
2.0,22.0,4,Mobile,3,Married,3,0,3.0,147.07
27.0,25.0,3,Fashion,4,Divorced,3,0,1.0,207.25
19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62
6.0,9.0,5,Laptop & Accessory,5,Single,6,0,5.0,146.76
1.0,14.0,4,Mobile,4,Single,3,0,1.0,151.79
0.0,12.0,5,Laptop & Accessory,3,Divorced,5,1,7.0,161.72
1.0,18.0,3,Laptop & Accessory,3,Divorced,10,0,3.0,172.07
4.0,17.0,3,Laptop & Accessory,5,Divorced,2,1,1.0,168.33
0.0,6.0,4,Mobile,5,Divorced,2,0,3.0,139.55
14.0,6.0,1,Fashion,5,Married,2,0,7.0,183.92
1.0,11.0,4,Mobile,3,Single,3,0,1.0,148.18
17.0,35.0,3,Laptop & Accessory,1,Single,2,0,17.0,145.41
7.0,8.0,3,Laptop & Accessory,3,Single,3,0,2.0,140.33
7.0,8.0,4,Mobile,5,Single,2,0,3.0,143.81
5.0,15.0,3,Laptop & Accessory,1,Married,2,1,5.0,163.22
1.0,8.0,4,Mobile,3,Single,2,0,2.0,120.44
7.0,7.0,5,Mobile,5,Single,5,1,3.0,152.99
0.0,19.0,3,Laptop & Accessory,4,Single,6,0,0.0,157.65
1.0,24.0,5,Mobile,1,Married,7,0,4.0,148.67
4.0,30.0,3,Laptop & Accessory,1,Single,3,0,4.0,152.38
2.0,15.0,4,Mobile,1,Single,1,0,2.0,139.83
10.0,16.0,2,Mobile,4,Married,3,0,3.0,153.1
11.0,6.0,4,Mobile,5,Single,5,0,0.0,128.58
2.0,8.0,3,Grocery,2,Married,8,0,7.0,221.69
10.0,17.0,4,Fashion,1,Single,3,0,7.0,224.8
7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88
8.0,8.0,4,Mobile,5,Married,7,0,4.0,154.96
12.0,32.0,5,Fashion,4,Married,5,0,2.0,245.61
12.0,7.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35
2.0,8.0,3,Mobile,4,Married,1,0,2.0,131.8
1.0,35.0,3,Laptop & Accessory,5,Divorced,8,1,0.0,166.73
16.0,9.0,4,Laptop & Accessory,2,Divorced,3,0,3.0,165.89
14.0,16.0,4,Fashion,3,Single,11,0,14.0,259.99
0.0,13.0,5,Mobile,5,Married,2,0,1.0,124.51
8.0,10.0,5,Laptop & Accessory,1,Married,5,1,2.0,206.03
26.0,26.0,4,Mobile,1,Married,2,0,3.0,167.58
9.0,17.0,4,Laptop & Accessory,3,Single,5,1,5.0,186.42
12.0,8.0,5,Mobile,5,Single,6,0,1.0,153.58
11.0,13.0,4,Laptop & Accessory,1,Married,6,0,2.0,190.02
12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56
17.0,9.0,5,Fashion,1,Married,2,0,7.0,226.69
8.0,16.0,3,Mobile,2,Married,2,0,2.0,139.17
14.0,7.0,3,Mobile,1,Married,4,0,0.0,127.82
1.0,10.0,4,Laptop & Accessory,5,Divorced,3,1,4.0,166.94
15.0,14.0,3,Others,1,Married,2,0,9.0,284.3
1.0,16.0,4,Mobile,4,Single,3,0,4.0,147.79
0.0,17.0,1,Laptop & Accessory,3,Married,9,0,2.0,147.07
9.0,7.0,2,Mobile,3,Single,5,0,3.0,150.06
7.0,16.0,3,Laptop & Accessory,3,Married,2,1,7.0,140.01
20.0,9.0,6,Grocery,4,Married,5,1,8.0,293.72
28.0,26.0,4,Laptop & Accessory,5,Married,11,1,5.0,179.85
28.0,29.0,4,Grocery,3,Married,5,0,8.0,299.26
12.0,24.0,3,Laptop & Accessory,3,Single,1,0,7.0,145.34
19.0,9.0,4,Laptop & Accessory,4,Married,2,0,8.0,173.05
7.0,13.5,1,Mobile,3,Divorced,1,0,0.0,125.85
4.0,12.0,4,Mobile,5,Married,7,0,31.0,157.04
0.0,11.0,3,Mobile,3,Single,2,1,0.0,128.51
6.0,13.0,4,Mobile,4,Married,7,0,1.0,126.22
10.0,24.0,5,Laptop & Accessory,4,Married,4,0,4.0,180.07
0.0,7.0,4,Mobile,3,Married,2,1,0.0,129.33
24.0,20.0,3,Laptop & Accessory,2,Divorced,5,0,7.0,149.36
1.0,16.0,4,Mobile,5,Single,3,0,3.0,152.28
0.0,12.0,5,Mobile,5,Single,1,0,0.0,123.25
0.0,12.0,4,Mobile,5,Single,7,1,0.0,124.04
10.0,6.0,4,Mobile,5,Divorced,3,0,2.0,139.2
6.0,10.0,4,Fashion,2,Single,5,0,8.0,236.59
10.0,17.0,4,Fashion,3,Married,5,0,8.0,195.94
25.0,12.0,3,Laptop & Accessory,5,Married,4,1,9.0,155.77
3.0,26.0,5,Laptop & Accessory,3,Married,3,0,4.0,211.2
10.0,14.0,3,Laptop & Accessory,4,Married,3,0,7.0,140.71
14.0,17.0,5,Fashion,4,Married,4,0,7.0,222.05
13.0,8.0,3,Others,3,Divorced,1,0,12.0,280.41
0.0,12.0,3,Mobile,1,Single,2,0,4.0,126.47
25.0,8.0,4,Mobile,1,Single,8,0,2.0,132.12
6.0,12.0,4,Laptop & Accessory,4,Married,3,0,4.0,190.24
12.0,14.0,2,Mobile,3,Married,3,0,4.0,151.1
10.0,15.0,4,Fashion,3,Married,3,0,7.0,225.96
25.0,9.0,4,Fashion,3,Married,3,1,4.0,179.69
13.0,32.0,3,Laptop & Accessory,5,Divorced,2,0,5.0,183.96
0.0,16.0,3,Grocery,5,Married,2,1,10.0,270.68
2.0,13.0,3,Laptop & Accessory,1,Married,2,1,0.0,166.23
1.0,11.0,5,Mobile,1,Married,2,0,5.0,156.62
20.0,10.0,4,Grocery,4,Married,10,0,2.0,291.06
9.0,9.0,4,Laptop & Accessory,5,Married,4,0,1.0,175.93
14.0,9.0,4,Others,3,Married,2,0,10.0,319.36
14.0,13.0,4,Grocery,3,Single,9,0,14.0,257.37
0.0,10.0,4,Laptop & Accessory,5,Divorced,2,0,3.0,142.56
29.0,7.0,4,Others,5,Single,2,1,14.0,315.45
0.0,13.5,3,Mobile,3,Divorced,2,0,2.0,126.1
5.0,28.0,3,Mobile,3,Married,5,1,1.0,121.32
13.0,8.0,4,Laptop & Accessory,3,Divorced,7,0,0.0,134.48
29.0,21.0,3,Others,4,Single,10,0,16.0,312.22
9.0,7.0,4,Laptop & Accessory,3,Single,3,0,4.0,173.59
0.0,12.0,4,Mobile,1,Single,2,1,0.0,129.26
5.0,7.0,4,Laptop & Accessory,2,Single,10,1,6.0,184.93
12.0,10.0,4,Laptop & Accessory,2,Single,10,1,1.0,193.61
7.0,21.0,3,Fashion,1,Married,2,0,5.0,179.78
1.0,7.0,5,Laptop & Accessory,1,Married,1,0,5.0,166.74
21.0,16.0,4,Mobile,3,Single,6,0,1.0,146.05
0.0,14.0,3,Laptop & Accessory,3,Married,1,1,4.0,149.07
7.0,9.0,4,Laptop & Accessory,1,Married,3,0,5.0,180.05
28.0,6.0,3,Others,5,Single,1,1,13.0,290.45
20.0,7.0,4,Fashion,5,Married,9,0,7.0,218.96
1.0,26.0,5,Mobile,5,Married,3,0,8.0,165.66
8.0,13.0,3,Mobile,1,Married,2,0,2.0,125.72
17.0,14.0,1,Mobile,2,Divorced,3,1,2.0,128.18
22.0,13.0,3,Mobile,5,Married,5,1,2.0,125.87
13.0,17.0,4,Fashion,3,Single,9,0,3.0,259.64
27.0,20.0,2,Laptop & Accessory,5,Married,3,0,4.0,169.5
16.0,10.0,4,Fashion,1,Single,4,0,17.0,202.31
8.0,28.0,5,Mobile,3,Single,1,0,3.0,142.3
31.0,9.0,5,Grocery,2,Single,5,1,4.0,262.26
12.0,9.0,5,Laptop & Accessory,1,Married,5,0,6.0,177.49
1.0,31.0,6,Mobile,2,Single,3,1,1.0,148.4
8.0,13.5,4,Mobile,2,Divorced,2,0,2.0,123.76
9.0,9.0,6,Others,4,Single,4,1,12.0,313.24
21.0,10.0,4,Fashion,3,Single,8,0,7.0,209.99
0.0,13.0,4,Mobile,1,Married,6,0,3.0,123.67
5.0,13.0,3,Laptop & Accessory,1,Married,5,0,3.0,192.04
9.0,18.0,4,Laptop & Accessory,2,Married,3,0,3.0,174.68
11.0,18.0,4,Laptop & Accessory,5,Married,3,0,2.0,162.88
12.0,7.0,4,Fashion,5,Married,3,0,12.0,260.82
7.0,14.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,168.73
4.0,30.0,4,Laptop & Accessory,5,Single,2,0,8.0,168.12
1.0,9.0,5,Mobile,1,Single,3,0,1.0,136.02
12.0,8.0,4,Mobile,4,Married,2,1,3.0,154.91
15.0,26.0,4,Laptop & Accessory,5,Married,4,0,1.0,155.72
9.0,15.0,4,Fashion,1,Single,2,0,7.0,196.19
4.0,8.0,5,Mobile,1,Married,5,1,0.0,127.78
0.0,29.0,3,Mobile,2,Married,2,0,2.0,128.86
8.0,6.0,4,Laptop & Accessory,2,Divorced,1,0,0.0,153.63
13.0,25.0,3,Laptop & Accessory,1,Married,9,1,7.0,127.41
7.0,9.0,4,Laptop & Accessory,1,Married,4,1,1.0,181.03
20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1
14.0,13.5,3,Mobile,3,Divorced,10,1,7.0,124.61
0.0,12.0,3,Mobile,5,Single,6,1,4.0,126.57
20.0,9.0,4,Grocery,5,Married,10,0,10.0,295.48
21.0,10.0,3,Fashion,1,Single,2,0,8.0,178.98
14.0,34.0,4,Grocery,4,Married,1,0,10.0,235.7
8.0,22.0,3,Fashion,3,Married,5,1,0.0,176.32
9.0,25.0,4,Laptop & Accessory,5,Married,2,0,5.0,25.0
24.0,9.0,3,Fashion,3,Married,3,0,7.0,231.16000000000005
0.0,10.0,4,Laptop & Accessory,5,Married,2,0,3.0,142.56
9.0,25.0,4,Laptop & Accessory,5,Married,2,0,5.0,180.61
1.0,9.0,4,Mobile,4,Married,3,0,3.0,147.26
7.0,10.0,4,Mobile,4,Married,5,1,4.0,147.77
1.0,12.0,5,Mobile,3,Single,2,0,1.0,154.66
14.0,12.0,3,Fashion,3,Single,2,0,7.0,192.41
1.0,7.0,5,Mobile,4,Single,3,1,3.0,146.74
7.0,25.0,3,Laptop & Accessory,4,Married,5,0,10.0,144.44
0.0,14.0,4,Laptop & Accessory,5,Single,7,0,2.0,153.26
25.0,17.0,3,Laptop & Accessory,3,Married,9,0,4.0,131.49
11.0,23.0,4,Fashion,3,Divorced,1,0,9.0,188.23
23.0,15.0,5,Grocery,4,Married,8,0,4.0,256.2
12.0,13.0,5,Mobile,3,Married,3,0,5.0,162.02
11.0,17.0,4,Mobile,4,Married,3,0,8.0,164.36
5.0,17.0,3,Mobile,5,Married,1,0,4.0,120.99
1.0,36.0,4,Laptop & Accessory,3,Married,7,0,1.0,168.06
1.0,15.0,4,Laptop & Accessory,3,Married,2,1,5.0,174.07
5.0,9.0,3,Laptop & Accessory,5,Married,2,0,3.0,167.25
18.0,32.0,4,Laptop & Accessory,5,Married,2,0,5.0,143.85
20.0,8.0,4,Mobile,2,Single,2,1,2.0,132.94
1.0,18.0,4,Mobile,5,Married,2,0,5.0,145.99
4.0,12.0,2,Laptop & Accessory,2,Married,5,0,7.0,154.6
17.0,14.0,1,Mobile,1,Married,3,1,2.0,128.18
15.0,8.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03
19.0,6.0,3,Fashion,5,Married,8,0,3.0,193.96
4.0,7.0,4,Mobile,4,Married,3,0,8.0,162.48
15.0,10.0,5,Laptop & Accessory,4,Married,4,0,4.0,214.38
1.0,7.0,4,Mobile,4,Single,3,1,5.0,157.02
2.0,33.0,3,Laptop & Accessory,3,Divorced,5,0,1.0,143.35
13.0,28.0,5,Laptop & Accessory,2,Divorced,5,1,5.0,186.2
3.0,24.0,5,Fashion,5,Single,3,0,10.0,204.88
0.0,22.0,3,Mobile,4,Married,10,0,2.0,128.11
1.0,12.0,4,Mobile,4,Single,2,0,3.0,149.22
17.0,9.0,4,Laptop & Accessory,1,Married,3,1,9.0,203.47
0.0,13.0,3,Mobile,5,Married,4,0,0.0,123.22
9.0,7.0,6,Mobile,1,Married,3,0,2.0,154.77
0.0,34.0,3,Laptop & Accessory,4,Divorced,2,0,4.0,162.72
6.0,12.0,3,Laptop & Accessory,3,Divorced,3,1,5.0,123.06
5.0,7.0,3,Mobile,3,Married,1,0,3.0,120.64
16.0,21.0,4,Grocery,3,Married,2,0,11.0,276.03
21.0,13.0,3,Mobile,5,Married,9,0,6.0,123.67
1.0,14.0,4,Mobile,4,Single,3,1,1.0,149.72
17.0,9.0,3,Others,1,Married,5,1,1.0,295.13
5.0,15.0,3,Mobile,2,Divorced,2,0,4.0,120.7
1.0,6.0,4,Mobile,4,Single,2,1,2.0,121.74
0.0,8.0,3,Mobile,3,Single,2,0,2.0,127.83
1.0,15.0,3,Mobile,5,Single,4,0,0.0,120.18
17.0,6.0,3,Laptop & Accessory,3,Divorced,8,0,0.0,147.68
12.0,30.0,3,Laptop & Accessory,1,Single,8,0,7.0,141.08
6.0,7.0,5,Mobile,4,Divorced,8,0,3.0,148.32
13.0,11.0,5,Laptop & Accessory,3,Married,6,0,10.0,184.02
3.0,16.0,3,Fashion,3,Single,10,0,2.0,196.67
10.0,12.0,3,Laptop & Accessory,1,Married,5,0,1.0,165.02
6.0,16.0,3,Laptop & Accessory,3,Single,2,0,9.0,154.87
30.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75
14.0,12.0,4,Laptop & Accessory,4,Single,7,1,2.0,160.32
9.0,22.0,4,Laptop & Accessory,5,Divorced,5,0,2.0,156.47
29.0,9.0,5,Grocery,5,Single,9,0,3.0,292.56
12.0,30.0,4,Laptop & Accessory,1,Married,11,0,3.0,182.45
25.0,17.0,3,Laptop & Accessory,3,Divorced,9,0,4.0,131.49
4.0,13.0,3,Laptop & Accessory,5,Married,2,0,12.0,143.06
20.0,7.0,3,Fashion,4,Married,1,0,7.0,219.57
4.0,14.0,3,Grocery,4,Single,4,0,0.0,264.22
8.0,22.0,4,Fashion,1,Married,3,0,6.0,204.78
0.0,13.0,4,Mobile,4,Married,2,0,0.0,125.96
1.0,15.0,5,Mobile,1,Married,8,0,3.0,146.8
8.0,8.0,4,Mobile,4,Married,3,1,4.0,148.42
30.0,35.0,4,Grocery,2,Married,4,0,0.0,241.18
7.0,7.0,3,Fashion,1,Single,2,0,1.0,198.88
23.0,34.0,1,Mobile,3,Married,2,1,8.0,132.21
11.0,32.0,5,Laptop & Accessory,1,Married,9,0,4.0,182.31
0.0,12.0,3,Mobile,4,Single,1,0,2.0,124.22
28.0,6.0,4,Laptop & Accessory,3,Single,9,0,1.0,162.8
9.0,23.0,5,Fashion,4,Single,3,0,7.0,211.06
1.0,10.0,4,Laptop & Accessory,3,Married,2,0,3.0,174.99
9.0,12.0,5,Mobile,3,Married,2,0,7.0,127.41
1.0,11.0,4,Mobile,2,Divorced,3,1,7.0,161.91
13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77
19.0,21.0,3,Others,4,Married,6,0,3.0,290.81
9.0,14.0,1,Laptop & Accessory,1,Married,5,0,3.0,125.71
13.0,28.0,5,Laptop & Accessory,1,Married,5,1,5.0,186.2
23.0,17.0,3,Others,4,Single,4,0,4.0,299.26
1.0,23.0,4,Mobile,4,Married,4,1,3.0,148.73
1.0,17.0,5,Mobile,3,Single,3,0,3.0,151.25
13.0,10.0,2,Laptop & Accessory,4,Married,11,0,7.0,188.89
6.0,13.0,4,Mobile,3,Married,10,1,0.0,124.37
0.0,16.0,5,Mobile,1,Married,8,0,3.0,134.08
11.0,9.0,5,Laptop & Accessory,1,Married,7,0,1.0,176.63
6.0,7.0,5,Mobile,4,Married,8,0,3.0,148.32
25.0,33.0,4,Grocery,3,Married,4,0,18.0,288.07
25.0,35.0,3,Mobile,1,Married,3,0,0.0,134.82
4.0,31.0,2,Grocery,4,Single,6,1,1.0,256.94
16.0,17.0,4,Grocery,5,Married,2,0,10.0,292.99
14.0,23.0,4,Fashion,1,Single,8,1,4.0,204.45
0.0,13.0,4,Mobile,4,Married,2,0,3.0,123.68
1.0,10.0,4,Mobile,3,Single,3,0,8.0,165.84
2.0,8.0,4,Mobile,3,Single,2,1,3.0,146.54
4.0,9.0,3,Fashion,3,Married,10,0,2.0,236.75
1.0,9.0,3,Mobile,1,Single,2,1,0.0,115.69
9.0,14.0,4,Mobile,3,Divorced,3,0,1.0,149.04
8.0,8.0,3,Laptop & Accessory,1,Married,3,0,7.0,157.62
1.0,10.0,4,Laptop & Accessory,3,Single,11,0,1.0,170.77
6.0,10.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,192.25
25.0,10.0,3,Grocery,2,Divorced,3,0,4.0,265.55
2.0,7.0,4,Mobile,1,Married,3,0,3.0,152.06
0.0,25.0,4,Mobile,5,Married,2,0,7.0,140.66
0.0,9.0,3,Laptop & Accessory,3,Married,1,0,2.0,149.99
0.0,32.0,3,Mobile,1,Married,2,0,2.0,129.04
19.0,9.0,6,Laptop & Accessory,3,Single,2,0,2.0,191.32
26.0,13.0,1,Grocery,3,Married,4,0,3.0,248.14
0.0,13.5,5,Mobile,5,Divorced,2,0,1.0,124.51
19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69
20.0,11.0,5,Others,4,Married,4,0,9.0,312.89
17.0,12.0,3,Mobile,1,Single,7,1,2.0,124.36
0.0,15.0,3,Mobile,5,Single,2,0,2.0,127.28
11.0,11.0,4,Mobile,2,Married,6,0,9.0,25.0
0.0,35.0,3,Mobile,5,Married,2,0,2.0,139.07
6.0,29.0,3,Fashion,1,Single,2,1,12.0,234.58
5.0,8.0,3,Mobile,3,Married,7,0,2.0,122.31
10.0,25.0,4,Mobile,1,Single,3,0,8.0,146.53
4.0,9.0,4,Mobile,1,Single,2,0,8.0,150.64
2.0,7.0,3,Laptop & Accessory,5,Married,1,0,2.0,153.73
16.0,12.0,3,Mobile,1,Single,1,0,7.0,124.55
9.0,22.0,4,Laptop & Accessory,5,Married,5,0,2.0,156.47
1.0,7.0,4,Mobile,3,Divorced,5,0,3.0,154.09
4.0,6.0,3,Laptop & Accessory,2,Single,9,1,5.0,159.93
1.0,31.0,4,Mobile,4,Single,5,1,2.0,123.13
0.0,26.0,3,Laptop & Accessory,3,Single,2,0,7.0,199.81
5.0,8.0,3,Laptop & Accessory,4,Married,1,0,6.0,154.7
1.0,14.0,2,Mobile,5,Single,2,0,8.0,160.78
12.0,14.0,3,Mobile,3,Divorced,2,0,7.0,137.55
1.0,36.0,5,Laptop & Accessory,3,Single,3,0,9.0,170.08
5.0,13.0,3,Mobile,3,Married,2,0,0.0,112.74
11.0,8.0,3,Laptop & Accessory,3,Divorced,10,0,0.0,165.53
10.0,15.0,3,Fashion,5,Divorced,11,0,6.0,242.13
5.0,9.0,4,Mobile,3,Married,2,0,3.0,155.67
3.0,7.0,3,Mobile,4,Married,2,0,7.0,137.48
1.0,13.0,3,Laptop & Accessory,5,Single,1,0,3.0,148.98
1.0,16.0,4,Laptop & Accessory,5,Single,5,1,4.0,207.24
2.0,15.0,5,Mobile,1,Married,3,0,5.0,174.36
12.0,21.0,4,Laptop & Accessory,4,Married,2,0,4.0,224.24
27.0,17.0,3,Grocery,1,Married,4,0,12.0,260.32
15.0,13.0,4,Fashion,3,Single,3,0,7.0,217.41
27.0,7.0,4,Laptop & Accessory,5,Single,9,0,11.0,208.81
21.0,6.0,4,Others,2,Single,7,0,0.0,282.65
18.0,15.0,2,Mobile,2,Divorced,4,1,3.0,153.18
5.0,15.0,5,Laptop & Accessory,1,Married,1,0,7.0,146.68
7.0,32.0,4,Laptop & Accessory,3,Divorced,3,0,2.0,170.39
0.0,7.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35
1.0,15.0,4,Mobile,5,Married,3,1,1.0,148.98
5.0,14.0,4,Laptop & Accessory,2,Married,6,0,8.0,200.47
26.0,10.0,5,Fashion,3,Divorced,4,1,5.0,204.69
7.0,14.0,3,Laptop & Accessory,5,Divorced,6,0,2.0,165.0
0.0,8.0,3,Laptop & Accessory,3,Single,2,1,4.0,144.78
4.0,25.0,4,Mobile,3,Single,3,0,5.0,151.32
23.0,12.0,4,Laptop & Accessory,3,Married,4,0,3.0,191.51
3.0,16.0,5,Mobile,2,Single,2,0,3.0,164.83
10.0,17.0,4,Fashion,2,Single,3,0,7.0,224.8
20.0,21.0,4,Mobile,4,Divorced,11,1,4.0,174.63
3.0,12.0,3,Mobile,1,Single,1,0,7.0,125.64
0.0,32.0,3,Laptop & Accessory,2,Single,2,0,4.0,161.8
1.0,33.0,4,Mobile,1,Married,3,0,3.0,154.04
3.0,22.0,6,Mobile,1,Married,2,1,4.0,146.68
18.0,34.0,4,Grocery,4,Single,2,0,6.0,267.04
17.0,35.0,3,Laptop & Accessory,2,Single,2,0,17.0,145.41
3.0,11.0,4,Mobile,2,Married,10,0,3.0,137.61
1.0,7.0,4,Mobile,1,Married,11,1,3.0,172.87
24.0,31.0,4,Grocery,3,Married,5,1,6.0,264.73
3.0,10.0,4,Laptop & Accessory,4,Married,2,1,7.0,152.09
1.0,17.0,5,Mobile,4,Single,3,1,1.0,143.59
14.0,13.0,1,Mobile,3,Married,2,0,8.0,133.76
3.0,16.0,4,Mobile,3,Married,11,0,3.0,154.74
30.0,13.0,3,Mobile,3,Married,2,0,2.0,123.72
2.0,16.0,3,Mobile,4,Married,1,0,1.0,132.91
0.0,15.0,3,Laptop & Accessory,1,Single,2,0,7.0,141.05
6.0,12.0,4,Mobile,4,Single,4,0,8.0,152.18
15.0,8.0,3,Grocery,5,Divorced,1,0,7.0,276.65
12.0,14.0,3,Laptop & Accessory,5,Married,3,1,8.0,181.05
28.0,24.0,3,Grocery,4,Single,4,0,7.0,268.35
22.0,6.0,4,Grocery,3,Single,8,1,7.0,239.64
21.0,14.0,5,Fashion,5,Married,9,1,7.0,225.08
31.0,14.0,4,Others,5,Married,7,0,11.0,320.66
0.0,13.0,3,Mobile,5,Married,2,0,2.0,125.0
8.0,7.0,4,Fashion,1,Single,3,0,7.0,223.88
6.0,14.0,1,Mobile,5,Married,7,0,6.0,131.43
19.0,9.0,4,Laptop & Accessory,2,Single,6,0,4.0,176.6
1.0,13.0,3,Mobile,5,Single,4,0,2.0,120.62
4.0,9.0,5,Laptop & Accessory,1,Single,7,1,1.0,193.77
1.0,13.0,2,Mobile,1,Married,2,0,8.0,150.44
11.0,6.0,1,Laptop & Accessory,1,Single,1,0,8.0,176.25
1.0,28.0,5,Mobile,5,Married,2,0,1.0,147.96
9.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,182.62
21.0,21.0,4,Laptop & Accessory,5,Single,4,0,8.0,174.6
12.0,10.0,4,Fashion,3,Married,2,0,7.0,231.09
0.0,11.0,3,Mobile,3,Single,2,1,2.0,134.41
1.0,27.0,4,Mobile,4,Married,2,1,5.0,146.48
5.0,12.0,3,Mobile,5,Married,5,1,2.0,120.73
5.0,32.0,4,Mobile,3,Married,2,0,0.0,120.29
9.0,7.0,4,Fashion,4,Divorced,3,0,7.0,197.95
15.0,16.0,4,Others,3,Married,4,0,12.0,319.19
5.0,8.0,3,Mobile,1,Married,2,0,2.0,120.14
2.0,13.0,1,Mobile,3,Married,7,0,0.0,124.51
1.0,18.0,4,Laptop & Accessory,5,Divorced,3,1,4.0,172.41
13.0,15.0,4,Mobile,3,Divorced,3,0,8.0,162.55
0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93
8.0,11.0,3,Fashion,4,Single,1,0,13.0,180.95
12.0,9.0,4,Mobile,1,Married,3,1,1.0,142.02
0.0,35.0,3,Laptop & Accessory,3,Married,6,0,0.0,143.06
8.0,27.0,3,Laptop & Accessory,2,Divorced,2,1,7.0,140.14
7.0,12.0,4,Laptop & Accessory,4,Married,7,0,0.0,145.05
7.0,7.0,3,Laptop & Accessory,1,Married,10,0,1.0,154.84
2.0,19.0,4,Laptop & Accessory,4,Married,5,1,3.0,140.25
1.0,15.0,3,Mobile,2,Single,2,0,1.0,122.88
7.0,13.0,1,Mobile,3,Married,1,0,0.0,125.85
18.0,7.0,3,Fashion,4,Married,2,0,7.0,174.41
18.0,13.0,3,Fashion,5,Married,3,0,0.0,197.24
10.0,7.0,4,Laptop & Accessory,3,Single,8,0,1.0,193.15
23.0,12.0,4,Laptop & Accessory,3,Divorced,4,0,3.0,191.51
1.0,12.0,4,Mobile,4,Single,3,1,3.0,149.78
10.0,28.0,4,Laptop & Accessory,4,Married,6,0,4.0,214.26
12.0,10.0,4,Mobile,3,Divorced,5,0,3.0,153.21
26.0,13.0,4,Laptop & Accessory,5,Married,5,1,10.0,180.77
8.0,27.0,3,Laptop & Accessory,1,Married,2,1,7.0,140.14
13.0,10.0,4,Fashion,1,Married,8,0,11.0,208.55
9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07
5.0,27.0,1,Mobile,4,Married,2,0,13.0,120.28
3.0,23.0,3,Fashion,5,Divorced,2,1,7.0,219.16000000000005
8.0,10.0,6,Laptop & Accessory,1,Single,7,0,3.0,185.29
13.0,8.0,3,Laptop & Accessory,4,Married,8,0,3.0,157.15
13.0,32.0,3,Laptop & Accessory,5,Married,2,0,5.0,183.96
14.0,9.0,4,Others,3,Married,2,0,13.0,305.41
1.0,15.0,6,Mobile,5,Married,3,0,2.0,149.51
13.0,13.0,2,Fashion,3,Married,4,0,7.0,207.37
4.0,8.0,4,Mobile,4,Married,3,0,8.0,162.48
1.0,22.0,1,Laptop & Accessory,5,Single,1,0,7.0,156.61
12.0,16.0,3,Laptop & Accessory,5,Married,3,0,7.0,153.77
2.0,12.0,4,Laptop & Accessory,2,Single,3,0,3.0,174.08
11.0,10.0,4,Laptop & Accessory,4,Single,5,0,2.0,166.07
1.0,18.0,4,Mobile,4,Divorced,3,0,3.0,147.44
5.0,12.0,4,Mobile,4,Married,3,0,3.0,152.89
5.0,9.0,3,Mobile,1,Married,2,0,0.0,120.61
0.0,6.0,3,Mobile,4,Married,2,0,4.0,138.16
1.0,10.0,4,Mobile,1,Single,3,1,1.0,140.69
18.0,8.0,5,Laptop & Accessory,3,Single,1,0,1.0,166.32
25.0,25.0,3,Mobile,2,Divorced,1,0,2.0,142.58
30.0,7.0,5,Fashion,1,Married,4,0,0.0,208.83
1.0,12.0,4,Mobile,1,Single,3,0,3.0,156.17
5.0,19.0,4,Others,3,Divorced,3,0,9.0,320.45
5.0,6.0,3,Laptop & Accessory,1,Married,2,1,8.0,161.62
19.0,9.0,3,Grocery,4,Divorced,9,0,1.0,266.06
15.0,8.0,3,Fashion,1,Married,3,1,9.0,201.24
0.0,6.0,3,Laptop & Accessory,3,Divorced,2,0,7.0,152.96
16.0,20.0,3,Grocery,5,Divorced,7,0,0.0,271.59
7.0,17.0,5,Laptop & Accessory,1,Single,5,0,2.0,171.82
19.0,20.0,2,Grocery,3,Single,8,1,9.0,261.95
